tenure,MonthlyCharges,TotalCharges,gender,PaymentMethod,Contract
6074,1,23.45,23.45,Male,Electronic check,Month-to-month
1362,4,70.2,237.95,Male,Electronic check,Month-to-month
6754,0,61.9,0.0,Male,Bank transfer (automatic),Two year
1212,7,69.55,521.35,Male,Electronic check,Month-to-month
2722,32,18.95,613.95,Male,Mailed check,Two year
4006,72,19.8,1414.65,Male,Credit card (automatic),Two year
6791,19,39.65,733.35,Male,Electronic check,Month-to-month
5466,10,19.95,219.5,Male,Bank transfer (automatic),One year
5852,21,69.1,1474.75,Male,Electronic check,Month-to-month
4195,45,70.05,3062.45,Female,Electronic check,Month-to-month
4166,32,19.8,587.7,Male,Credit card (automatic),One year
5234,40,105.75,4228.55,Female,Bank transfer (automatic),One year
3414,47,41.9,1875.25,Female,Mailed check,Two year
1803,36,53.1,1901.25,Female,Mailed check,Two year
6203,69,105.1,7234.8,Female,Credit card (automatic),One year
5285,71,80.7,5705.05,Female,Credit card (automatic),Two year
1323,71,24.65,1710.15,Female,Bank transfer (automatic),Two year
5666,35,53.15,1930.9,Male,Credit card (automatic),One year
1941,3,54.65,189.1,Male,Mailed check,Month-to-month
6601,72,109.7,7898.45,Male,Credit card (automatic),Two year
1902,72,90.6,6441.85,Male,Credit card (automatic),Two year
3704,68,73.0,5163.0,Female,Credit card (automatic),One year
387,42,54.75,2348.45,Female,Electronic check,One year
5550,21,20.5,429.55,Male,Bank transfer (automatic),One year
1032,8,92.1,729.95,Female,Electronic check,Month-to-month
4523,10,75.3,720.45,Male,Electronic check,Month-to-month
6582,71,106.75,7283.25,Female,Credit card (automatic),Two year
5587,46,91.3,4126.35,Female,Bank transfer (automatic),One year
3306,3,80.0,241.3,Female,Electronic check,Month-to-month
6625,12,91.3,1094.5,Female,Electronic check,Month-to-month
3316,26,47.85,1190.5,Female,Bank transfer (automatic),One year
1010,3,50.15,160.85,Male,Mailed check,Month-to-month
3641,49,74.45,3721.9,Female,Bank transfer (automatic),Two year
931,33,80.6,2651.1,Male,Bank transfer (automatic),Two year
6352,42,94.4,4014.6,Male,Electronic check,Month-to-month
691,31,75.25,2344.5,Male,Bank transfer (automatic),One year
533,68,107.15,7379.8,Male,Credit card (automatic),One year
6451,66,116.25,7862.25,Male,Electronic check,One year
2227,58,19.55,1108.8,Male,Electronic check,One year
652,35,20.1,655.3,Male,Mailed check,Two year
33,1,20.2,20.2,Male,Bank transfer (automatic),Month-to-month
4118,40,74.8,2971.7,Female,Credit card (automatic),Month-to-month
44,13,76.2,981.45,Female,Electronic check,Month-to-month
6767,57,55.7,3171.6,Male,Electronic check,Month-to-month
5100,1,75.3,75.3,Female,Electronic check,Month-to-month
964,1,45.7,45.7,Male,Mailed check,Month-to-month
5589,46,54.35,2460.15,Female,Credit card (automatic),Two year
2415,40,94.55,3640.45,Female,Credit card (automatic),Month-to-month
6202,21,77.5,1625.0,Male,Mailed check,One year
2263,6,98.15,567.45,Female,Bank transfer (automatic),Month-to-month
5202,59,111.1,6555.2,Male,Mailed check,Two year
4450,15,58.6,939.7,Male,Credit card (automatic),Month-to-month
5247,27,94.55,2724.6,Female,Mailed check,Month-to-month
6306,71,116.3,8309.55,Male,Bank transfer (automatic),One year
5244,45,89.3,4192.15,Female,Credit card (automatic),Month-to-month
2316,4,20.7,73.05,Male,Mailed check,Month-to-month
2617,1,19.6,19.6,Female,Mailed check,Month-to-month
26,47,99.35,4749.15,Male,Electronic check,Month-to-month
3605,34,49.8,1734.2,Male,Electronic check,Month-to-month
63,18,54.4,957.1,Female,Credit card (automatic),One year
1044,8,54.25,447.75,Female,Bank transfer (automatic),One year
3660,7,35.5,249.55,Male,Credit card (automatic),One year
5360,5,84.5,453.75,Male,Electronic check,Month-to-month
2656,39,59.3,2209.15,Female,Electronic check,One year
1454,29,20.65,654.85,Male,Mailed check,Month-to-month
227,1,55.2,55.2,Female,Mailed check,Month-to-month
6984,31,25.0,789.2,Male,Credit card (automatic),Month-to-month
3080,2,24.3,38.45,Male,Mailed check,Month-to-month
3317,63,70.8,4448.8,Male,Credit card (automatic),One year
5035,20,78.8,1641.3,Male,Electronic check,Month-to-month
3184,71,83.3,5894.5,Female,Credit card (automatic),Two year
2833,66,61.15,4017.45,Female,Bank transfer (automatic),Two year
3539,8,45.15,438.4,Male,Mailed check,Month-to-month
969,2,96.0,174.8,Female,Electronic check,Month-to-month
4603,3,35.1,101.1,Male,Mailed check,Month-to-month
5751,47,20.25,1029.8,Female,Credit card (automatic),Two year
2662,2,49.25,90.35,Male,Electronic check,Month-to-month
4094,1,74.0,74.0,Male,Electronic check,Month-to-month
6034,7,20.25,129.15,Female,Mailed check,One year
3813,69,105.0,7297.75,Male,Electronic check,Two year
2387,5,105.3,550.6,Male,Electronic check,Month-to-month
4224,71,19.6,1416.5,Female,Mailed check,Two year
6375,1,74.3,74.3,Female,Credit card (automatic),Month-to-month
3567,14,89.65,1208.35,Female,Credit card (automatic),Month-to-month
4148,29,19.35,601.6,Female,Credit card (automatic),Month-to-month
2646,56,81.8,4534.45,Male,Credit card (automatic),Two year
6626,6,95.75,573.75,Male,Electronic check,Month-to-month
252,1,40.2,40.2,Male,Electronic check,Month-to-month
5435,46,90.95,4236.6,Female,Bank transfer (automatic),One year
4554,20,108.2,2203.7,Male,Bank transfer (automatic),Month-to-month
3975,20,85.8,1727.5,Female,Credit card (automatic),Month-to-month
4847,37,76.25,2841.55,Female,Electronic check,Month-to-month
5719,24,19.7,494.05,Female,Mailed check,Two year
2818,29,94.65,2649.15,Male,Credit card (automatic),Month-to-month
1702,21,104.4,2200.25,Female,Bank transfer (automatic),Month-to-month
4428,19,103.3,2012.7,Male,Electronic check,Month-to-month
4808,54,80.6,4299.95,Female,Electronic check,Two year
3790,2,19.3,28.3,Male,Credit card (automatic),One year
5722,27,104.3,2867.75,Female,Bank transfer (automatic),Month-to-month
4041,46,60.75,2893.4,Male,Bank transfer (automatic),Two year
2094,18,19.65,391.7,Female,Mailed check,Month-to-month
2843,52,19.85,1070.5,Female,Mailed check,Two year
641,43,56.15,2499.3,Female,Electronic check,Month-to-month
6140,3,19.95,58.0,Female,Mailed check,Month-to-month
3882,4,44.8,176.2,Male,Credit card (automatic),Month-to-month
4405,6,83.55,477.55,Male,Credit card (automatic),Month-to-month
297,35,100.8,3437.5,Male,Electronic check,Month-to-month
303,68,60.3,4109.0,Female,Credit card (automatic),Two year
2406,5,96.25,512.45,Female,Electronic check,Month-to-month
5816,3,44.6,122.7,Female,Electronic check,Month-to-month
3154,4,72.75,317.75,Female,Electronic check,Month-to-month
1839,4,25.3,116.95,Female,Credit card (automatic),Two year
4384,2,79.7,165.0,Female,Bank transfer (automatic),Month-to-month
4306,40,110.1,4469.1,Male,Credit card (automatic),Month-to-month
655,10,95.1,865.1,Male,Credit card (automatic),Month-to-month
4139,24,80.5,2088.45,Male,Electronic check,Month-to-month
4686,72,107.4,7748.75,Female,Bank transfer (automatic),Two year
4775,24,99.3,2431.35,Female,Credit card (automatic),Month-to-month
240,72,86.6,6350.5,Female,Bank transfer (automatic),Two year
783,1,52.2,52.2,Female,Electronic check,Month-to-month
1354,18,88.35,1639.3,Female,Electronic check,Month-to-month
1018,4,40.05,162.45,Male,Electronic check,Month-to-month
4912,36,90.85,3186.7,Male,Electronic check,Month-to-month
977,11,75.25,888.65,Female,Electronic check,Month-to-month
809,1,69.55,69.55,Male,Electronic check,Month-to-month
6755,42,79.9,3313.4,Male,Electronic check,Month-to-month
5036,16,85.35,1375.15,Female,Credit card (automatic),Month-to-month
257,50,114.35,5791.1,Male,Credit card (automatic),One year
893,1,24.6,24.6,Female,Electronic check,Month-to-month
5936,38,19.95,756.4,Female,Mailed check,Two year
4366,24,79.85,1857.75,Male,Electronic check,Month-to-month
3589,31,59.7,1825.5,Male,Bank transfer (automatic),Month-to-month
5162,8,19.45,159.2,Male,Bank transfer (automatic),Month-to-month
5229,43,107.55,4533.9,Female,Electronic check,One year
5167,57,70.35,4124.65,Female,Credit card (automatic),Two year
3288,13,20.85,272.35,Female,Mailed check,Two year
6698,40,89.6,3488.15,Male,Credit card (automatic),One year
2132,23,19.65,436.9,Male,Mailed check,One year
6243,72,83.6,5959.3,Female,Credit card (automatic),Two year
5520,55,84.25,4589.85,Female,Credit card (automatic),One year
1357,48,111.45,5315.1,Male,Bank transfer (automatic),Month-to-month
1561,1,74.95,74.95,Male,Electronic check,Month-to-month
6054,36,97.35,3457.9,Female,Bank transfer (automatic),Month-to-month
2251,11,69.35,712.25,Male,Electronic check,Month-to-month
5474,1,84.6,84.6,Female,Electronic check,Month-to-month
2471,53,98.4,5149.5,Female,Credit card (automatic),Month-to-month
3133,70,51.05,3635.15,Male,Bank transfer (automatic),One year
2024,12,95.7,1184.0,Male,Electronic check,One year
4687,22,94.7,1914.9,Male,Credit card (automatic),Month-to-month
2986,55,69.05,3842.6,Female,Credit card (automatic),Two year
2042,28,64.45,1867.6,Female,Bank transfer (automatic),Month-to-month
4905,58,19.85,1158.85,Female,Mailed check,Two year
2876,19,19.7,386.5,Male,Credit card (automatic),One year
2669,19,95.15,1789.25,Female,Electronic check,Month-to-month
4756,31,72.45,2156.25,Male,Bank transfer (automatic),Month-to-month
5728,13,89.4,1132.35,Female,Electronic check,Month-to-month
4098,1,20.2,20.2,Male,Mailed check,Month-to-month
7018,1,70.65,70.65,Male,Mailed check,Month-to-month
3806,18,73.55,1359.45,Female,Electronic check,Month-to-month
6842,13,19.95,257.0,Male,Mailed check,One year
3475,2,20.3,31.9,Female,Mailed check,One year
1092,70,64.95,4523.25,Male,Credit card (automatic),Two year
5867,44,19.35,847.25,Male,Credit card (automatic),Two year
124,4,20.85,62.9,Female,Mailed check,Month-to-month
4152,65,76.15,4929.55,Male,Bank transfer (automatic),Two year
6882,71,99.65,7181.25,Female,Credit card (automatic),One year
4489,64,53.85,3399.85,Female,Bank transfer (automatic),One year
2922,28,92.35,2602.9,Female,Mailed check,Month-to-month
2516,16,96.4,1581.2,Female,Electronic check,Month-to-month
6038,70,114.2,7723.9,Female,Bank transfer (automatic),Two year
1553,39,81.5,3107.3,Female,Bank transfer (automatic),Month-to-month
3482,19,45.0,865.85,Male,Bank transfer (automatic),Month-to-month
2886,60,104.95,6236.75,Female,Bank transfer (automatic),Month-to-month
598,51,90.35,4614.55,Male,Credit card (automatic),One year
75,56,110.5,6139.5,Female,Electronic check,One year
1339,66,105.0,7133.25,Male,Credit card (automatic),Month-to-month
1416,58,55.5,3166.9,Female,Credit card (automatic),Two year
4772,69,59.1,4134.7,Female,Bank transfer (automatic),One year
1649,27,56.15,1439.35,Female,Mailed check,Month-to-month
5652,1,48.6,48.6,Female,Electronic check,Month-to-month
3206,6,20.0,109.2,Female,Mailed check,Month-to-month
4024,7,25.05,189.95,Female,Bank transfer (automatic),Month-to-month
2829,8,69.7,560.85,Male,Electronic check,Month-to-month
149,15,69.5,1071.4,Male,Mailed check,Month-to-month
3001,9,20.4,181.8,Male,Mailed check,Month-to-month
1557,12,67.25,832.3,Male,Electronic check,Month-to-month
3931,25,71.05,1837.7,Female,Mailed check,Month-to-month
453,28,81.05,2227.1,Female,Electronic check,Month-to-month
4427,49,100.65,4917.75,Female,Credit card (automatic),Two year
1832,57,44.85,2572.95,Male,Electronic check,Month-to-month
3250,11,20.55,184.95,Male,Mailed check,One year
5663,37,95.25,3314.15,Female,Electronic check,Month-to-month
808,40,101.3,4113.1,Male,Electronic check,Month-to-month
2002,54,45.2,2460.55,Male,Credit card (automatic),Two year
3353,12,85.05,999.8,Male,Credit card (automatic),Month-to-month
3824,4,55.3,238.5,Male,Mailed check,Month-to-month
1671,66,103.15,7031.3,Male,Bank transfer (automatic),One year
1119,70,59.5,4144.8,Male,Bank transfer (automatic),Two year
4353,1,74.9,74.9,Female,Electronic check,Month-to-month
810,58,103.25,6017.65,Male,Bank transfer (automatic),One year
1129,47,86.05,3865.6,Male,Credit card (automatic),Month-to-month
834,4,78.85,292.8,Female,Electronic check,Month-to-month
6124,57,59.3,3274.35,Female,Mailed check,One year
5413,15,94.0,1505.45,Female,Credit card (automatic),Month-to-month
6732,24,89.55,2259.35,Female,Electronic check,Month-to-month
1971,20,19.35,433.75,Female,Credit card (automatic),One year
1235,61,98.3,6066.55,Male,Mailed check,One year
1225,16,49.95,810.2,Female,Electronic check,Month-to-month
4051,72,97.7,6869.7,Female,Credit card (automatic),Two year
2344,14,39.7,692.35,Female,Mailed check,Two year
6227,2,46.05,80.35,Male,Bank transfer (automatic),Month-to-month
4352,64,91.8,5960.5,Male,Electronic check,Month-to-month
2273,30,19.8,576.65,Male,Credit card (automatic),One year
1729,64,89.45,5692.65,Male,Bank transfer (automatic),One year
6785,61,111.6,6876.05,Male,Credit card (automatic),Two year
2181,50,84.15,4164.4,Female,Credit card (automatic),One year
1027,47,94.9,4615.25,Female,Credit card (automatic),One year
3082,51,59.9,3043.6,Male,Credit card (automatic),One year
5205,37,91.2,3382.3,Female,Bank transfer (automatic),Month-to-month
349,64,97.0,6430.9,Female,Bank transfer (automatic),One year
452,60,60.2,3582.4,Male,Bank transfer (automatic),Month-to-month
662,1,20.05,20.05,Male,Mailed check,Month-to-month
172,14,81.95,1181.75,Male,Mailed check,Two year
1405,1,76.0,76.0,Female,Electronic check,Month-to-month
5857,17,88.25,1460.65,Female,Electronic check,Month-to-month
4250,63,104.5,6590.8,Male,Credit card (automatic),One year
4550,72,26.25,1988.05,Female,Bank transfer (automatic),Two year
422,29,100.55,2830.45,Male,Credit card (automatic),One year
3017,18,61.5,1087.45,Female,Mailed check,One year
3326,38,70.15,2497.35,Male,Credit card (automatic),One year
881,26,19.3,504.2,Male,Credit card (automatic),One year
3450,70,104.8,7308.95,Male,Electronic check,One year
1253,7,79.3,523.15,Female,Electronic check,Month-to-month
6268,22,20.85,450.65,Female,Bank transfer (automatic),One year
6210,25,54.75,1266.35,Female,Credit card (automatic),One year
2225,33,39.1,1309.0,Male,Electronic check,One year
4121,27,95.55,2510.2,Male,Electronic check,Month-to-month
6563,15,74.9,1107.25,Male,Bank transfer (automatic),Month-to-month
1905,41,24.85,962.25,Female,Mailed check,One year
102,38,95.0,3605.6,Male,Bank transfer (automatic),One year
3014,44,89.2,4040.2,Male,Electronic check,Month-to-month
4301,66,19.75,1344.5,Male,Mailed check,Two year
6678,19,20.85,467.5,Male,Credit card (automatic),Two year
4269,17,90.2,1454.15,Male,Credit card (automatic),Month-to-month
2447,7,74.9,490.55,Male,Electronic check,Month-to-month
1580,21,71.7,1497.05,Female,Bank transfer (automatic),One year
3803,61,94.1,5638.3,Male,Electronic check,Two year
3481,4,50.7,214.55,Female,Electronic check,Month-to-month
4871,58,75.2,4300.8,Male,Credit card (automatic),One year
3877,21,55.95,1157.05,Female,Electronic check,One year
5192,60,19.95,1189.9,Male,Mailed check,Two year
135,43,25.7,1188.2,Female,Credit card (automatic),Two year
2521,36,85.25,3132.75,Male,Credit card (automatic),Month-to-month
4151,57,55.0,3094.05,Female,Electronic check,Month-to-month
1918,24,54.95,1348.5,Male,Electronic check,Month-to-month
6332,68,105.25,7173.15,Male,Bank transfer (automatic),Two year
4697,72,94.65,6747.35,Male,Electronic check,Month-to-month
4750,9,39.55,373.0,Male,Mailed check,One year
2666,66,79.5,5196.1,Male,Credit card (automatic),Two year
5110,8,73.5,632.2,Female,Electronic check,Month-to-month
2925,50,103.05,5153.5,Female,Mailed check,One year
3066,10,75.75,777.3,Female,Mailed check,Month-to-month
1789,54,30.4,1621.35,Male,Electronic check,Month-to-month
5288,1,79.65,79.65,Female,Electronic check,Month-to-month
807,71,108.55,7616.0,Male,Credit card (automatic),Two year
462,4,101.15,385.9,Male,Electronic check,Month-to-month
879,33,54.65,1665.2,Male,Bank transfer (automatic),Month-to-month
3248,10,86.65,856.65,Male,Electronic check,Month-to-month
4726,72,49.2,3580.95,Female,Electronic check,Two year
5680,1,20.85,20.85,Female,Mailed check,Month-to-month
6790,67,25.6,1790.35,Female,Bank transfer (automatic),Two year
4377,22,80.0,1706.45,Female,Credit card (automatic),Month-to-month
799,62,96.75,6125.4,Male,Electronic check,One year
354,21,41.9,840.1,Female,Electronic check,Month-to-month
3964,68,111.75,7511.3,Female,Credit card (automatic),Two year
1073,7,98.05,713.0,Male,Bank transfer (automatic),Month-to-month
3101,58,79.8,4526.85,Female,Bank transfer (automatic),Month-to-month
5594,23,83.75,1849.95,Female,Electronic check,Month-to-month
144,71,23.95,1756.2,Male,Bank transfer (automatic),Two year
380,41,86.2,3339.05,Female,Bank transfer (automatic),One year
1340,0,56.05,0.0,Female,Credit card (automatic),Two year
4168,61,62.15,3778.85,Male,Mailed check,Two year
6510,46,99.65,4630.2,Female,Mailed check,Two year
121,6,20.7,112.75,Female,Mailed check,Month-to-month
3745,7,94.25,669.0,Male,Electronic check,Month-to-month
3612,21,73.7,1558.7,Male,Electronic check,Month-to-month
1360,13,95.05,1290.0,Female,Electronic check,Month-to-month
418,22,83.3,1845.9,Female,Electronic check,Month-to-month
6348,26,69.05,1815.65,Female,Credit card (automatic),Month-to-month
5546,4,42.4,146.4,Male,Mailed check,Month-to-month
1514,63,19.5,1215.1,Female,Credit card (automatic),Two year
4184,5,79.9,343.95,Male,Bank transfer (automatic),Month-to-month
5455,6,19.7,129.55,Female,Credit card (automatic),Month-to-month
3100,55,94.45,5073.1,Female,Credit card (automatic),Month-to-month
2063,51,76.4,3966.3,Male,Bank transfer (automatic),One year
555,56,68.75,3808.0,Female,Bank transfer (automatic),One year
2312,18,20.1,401.85,Male,Mailed check,One year
3543,72,105.6,7581.5,Male,Bank transfer (automatic),Two year
5440,19,49.6,962.9,Female,Bank transfer (automatic),Month-to-month
1485,22,96.7,2082.95,Male,Electronic check,Month-to-month
5017,41,35.45,1391.65,Female,Mailed check,One year
1272,5,19.45,86.05,Male,Mailed check,Month-to-month
6598,57,74.3,4166.35,Female,Credit card (automatic),Two year
1411,29,101.45,2948.6,Male,Bank transfer (automatic),Month-to-month
5076,33,93.8,3124.5,Female,Electronic check,One year
6915,72,97.85,6841.3,Female,Electronic check,Two year
1471,31,88.65,2683.2,Male,Credit card (automatic),Month-to-month
2266,52,104.45,5481.25,Male,Bank transfer (automatic),One year
5503,35,20.05,746.75,Male,Bank transfer (automatic),One year
5077,7,19.85,144.15,Female,Mailed check,Two year
5635,22,54.7,1178.75,Female,Mailed check,Month-to-month
4154,6,74.9,469.8,Male,Electronic check,Month-to-month
6679,60,37.7,2288.7,Female,Bank transfer (automatic),Two year
3165,24,20.25,439.75,Male,Mailed check,One year
2436,31,73.55,2094.65,Female,Credit card (automatic),Month-to-month
2868,26,85.75,2146.5,Male,Electronic check,Month-to-month
6612,1,69.9,69.9,Male,Mailed check,Month-to-month
981,40,19.6,808.95,Male,Mailed check,Two year
5974,10,20.05,218.5,Male,Credit card (automatic),Month-to-month
6063,70,19.2,1401.4,Female,Mailed check,Two year
3246,3,55.15,159.15,Male,Mailed check,Month-to-month
6207,46,85.0,3969.4,Male,Electronic check,Month-to-month
1268,59,110.15,6448.05,Male,Electronic check,One year
414,48,70.65,3545.05,Female,Bank transfer (automatic),Month-to-month
268,59,19.35,1099.6,Male,Mailed check,Two year
3127,29,30.6,856.35,Female,Electronic check,Month-to-month
654,8,19.65,164.3,Female,Electronic check,Month-to-month
3011,9,19.75,210.65,Female,Mailed check,Two year
6394,8,58.2,469.25,Female,Bank transfer (automatic),One year
2223,28,89.95,2625.55,Female,Electronic check,Month-to-month
6989,20,76.0,1588.75,Female,Bank transfer (automatic),One year
2337,56,104.75,5510.65,Female,Bank transfer (automatic),One year
3541,49,40.65,2070.75,Female,Bank transfer (automatic),Month-to-month
773,5,88.9,454.15,Female,Mailed check,Month-to-month
2446,18,90.0,1527.35,Female,Credit card (automatic),Month-to-month
589,71,90.4,6668.05,Male,Electronic check,Two year
2907,20,89.0,1820.45,Male,Mailed check,Month-to-month
2127,40,42.35,1716.45,Male,Electronic check,One year
2996,18,60.6,1156.35,Female,Mailed check,Month-to-month
3896,38,20.3,749.35,Female,Mailed check,One year
3038,67,105.6,7112.15,Female,Electronic check,One year
6441,17,55.35,920.5,Female,Credit card (automatic),Month-to-month
2465,1,35.25,35.25,Male,Bank transfer (automatic),Month-to-month
3377,68,25.05,1629.2,Male,Credit card (automatic),Two year
701,35,83.15,2848.45,Male,Electronic check,Month-to-month
5845,3,75.8,246.3,Female,Electronic check,Month-to-month
2301,8,90.25,743.75,Female,Electronic check,Month-to-month
5121,29,70.9,1964.6,Male,Credit card (automatic),One year
677,2,34.7,62.25,Female,Electronic check,Month-to-month
6062,53,73.8,4003.85,Female,Credit card (automatic),Month-to-month
6607,1,25.3,25.3,Male,Electronic check,Month-to-month
2598,7,75.15,525.0,Female,Electronic check,Month-to-month
2345,4,20.05,85.5,Female,Bank transfer (automatic),Month-to-month
4093,29,76.0,2215.25,Female,Credit card (automatic),Month-to-month
693,3,75.1,270.7,Female,Credit card (automatic),Month-to-month
1513,1,25.8,25.8,Female,Mailed check,Month-to-month
6067,7,35.3,264.8,Male,Mailed check,One year
6105,52,111.25,5916.45,Female,Credit card (automatic),One year
6189,72,91.95,6614.9,Male,Credit card (automatic),Two year
110,55,96.75,5238.9,Male,Electronic check,Month-to-month
3852,1,19.65,19.65,Male,Bank transfer (automatic),Month-to-month
6474,6,19.55,124.45,Female,Mailed check,Two year
6270,29,20.2,558.8,Female,Mailed check,Two year
2131,42,48.15,2032.3,Male,Credit card (automatic),Two year
4085,30,40.35,1187.05,Female,Credit card (automatic),One year
1919,1,50.9,50.9,Male,Mailed check,Month-to-month
856,72,86.05,6309.65,Male,Credit card (automatic),Two year
3408,4,50.7,151.3,Female,Credit card (automatic),Month-to-month
5950,1,24.7,24.7,Male,Electronic check,Month-to-month
6554,1,68.65,68.65,Female,Electronic check,Month-to-month
2510,1,74.25,74.25,Male,Mailed check,Month-to-month
6897,62,80.4,4981.15,Male,Bank transfer (automatic),Month-to-month
4169,15,101.25,1457.25,Female,Electronic check,Month-to-month
4392,1,19.2,19.2,Male,Mailed check,Month-to-month
1758,68,20.05,1386.9,Female,Bank transfer (automatic),Two year
3337,7,75.35,564.65,Female,Electronic check,Month-to-month
3203,72,88.05,6520.8,Female,Bank transfer (automatic),Two year
605,72,86.65,6094.25,Male,Credit card (automatic),Two year
6986,30,94.1,2804.45,Female,Credit card (automatic),Month-to-month
3034,1,84.5,84.5,Male,Electronic check,Month-to-month
6691,39,41.15,1700.9,Female,Bank transfer (automatic),One year
1468,62,92.3,5731.45,Male,Bank transfer (automatic),One year
5178,53,108.95,5718.2,Female,Bank transfer (automatic),One year
2812,66,104.05,6890.0,Male,Electronic check,One year
6171,59,88.75,5348.65,Female,Credit card (automatic),Month-to-month
5079,15,95.7,1451.1,Male,Electronic check,Month-to-month
2921,9,95.5,829.1,Male,Electronic check,Month-to-month
107,32,30.15,927.65,Female,Mailed check,One year
29,17,64.7,1093.1,Female,Mailed check,Month-to-month
3780,55,55.25,3119.9,Male,Credit card (automatic),Two year
3150,17,25.65,440.2,Male,Mailed check,Month-to-month
3616,69,87.3,6055.55,Female,Credit card (automatic),One year
5346,66,74.6,4798.4,Male,Credit card (automatic),Two year
4940,16,74.45,1261.35,Male,Bank transfer (automatic),Month-to-month
751,70,80.15,5600.15,Male,Credit card (automatic),Two year
3168,50,19.35,1033.0,Female,Mailed check,One year
584,3,20.0,61.7,Female,Mailed check,Month-to-month
1220,17,65.75,1111.2,Male,Bank transfer (automatic),Month-to-month
5040,20,96.8,1826.7,Male,Mailed check,Month-to-month
6614,71,19.7,1301.1,Male,Credit card (automatic),Two year
3274,34,105.1,3634.8,Female,Electronic check,Month-to-month
6053,43,25.1,1070.15,Female,Electronic check,Two year
548,50,101.9,5265.5,Male,Bank transfer (automatic),One year
5448,41,101.6,3930.55,Female,Bank transfer (automatic),One year
6921,54,79.85,4308.25,Male,Bank transfer (automatic),Month-to-month
2874,64,19.45,1225.65,Female,Credit card (automatic),Two year
6548,31,54.35,1647.0,Male,Mailed check,Month-to-month
3715,11,78.5,874.2,Male,Electronic check,Month-to-month
2291,4,85.65,321.65,Female,Electronic check,Month-to-month
6783,21,53.15,1183.2,Female,Mailed check,Two year
6887,35,24.3,821.6,Female,Bank transfer (automatic),Two year
3396,58,99.25,5846.65,Female,Credit card (automatic),One year
4945,20,20.05,400.0,Male,Mailed check,Two year
1203,60,25.0,1505.05,Female,Mailed check,Two year
344,41,20.25,865.0,Female,Credit card (automatic),One year
4328,15,51.1,711.15,Female,Electronic check,Month-to-month
5907,1,44.3,44.3,Male,Mailed check,Month-to-month
1575,66,99.5,6710.5,Male,Electronic check,Month-to-month
2900,1,69.25,69.25,Female,Electronic check,Month-to-month
6604,2,44.5,90.05,Male,Electronic check,Month-to-month
3047,32,84.15,2585.95,Female,Bank transfer (automatic),Month-to-month
3131,72,78.45,5682.25,Female,Bank transfer (automatic),Two year
5853,62,96.1,6001.45,Male,Electronic check,One year
4072,9,79.55,718.55,Male,Electronic check,Month-to-month
2173,4,86.05,308.1,Male,Electronic check,Month-to-month
90,30,82.05,2570.2,Male,Bank transfer (automatic),Month-to-month
7006,40,104.5,4036.85,Male,Credit card (automatic),Month-to-month
5487,33,20.15,682.15,Male,Mailed check,One year
4383,63,80.0,5040.2,Male,Credit card (automatic),One year
2252,64,19.8,1336.65,Female,Bank transfer (automatic),One year
6696,5,96.55,500.1,Male,Electronic check,Month-to-month
624,7,20.0,137.6,Female,Bank transfer (automatic),Month-to-month
69,10,79.85,887.35,Male,Mailed check,Month-to-month
889,63,100.55,6215.35,Female,Electronic check,Month-to-month
4845,20,39.4,825.4,Male,Credit card (automatic),Two year
5340,38,84.1,3187.65,Female,Bank transfer (automatic),One year
5274,66,108.1,7181.95,Female,Credit card (automatic),One year
6868,13,91.1,1135.7,Male,Electronic check,Month-to-month
3921,24,66.3,1559.45,Female,Mailed check,Month-to-month
5072,23,104.45,2184.85,Male,Electronic check,Month-to-month
947,32,91.35,2896.55,Female,Mailed check,Month-to-month
877,51,60.15,3077.0,Female,Bank transfer (automatic),One year
6806,40,19.1,780.1,Female,Mailed check,Two year
6575,22,59.05,1253.5,Female,Mailed check,Month-to-month
2462,1,70.45,70.45,Male,Bank transfer (automatic),Month-to-month
293,6,89.35,567.8,Female,Electronic check,Month-to-month
5446,1,19.65,19.65,Male,Mailed check,Month-to-month
3091,4,20.5,79.05,Female,Bank transfer (automatic),One year
445,60,105.9,6396.45,Female,Electronic check,Month-to-month
4020,72,64.95,4546.0,Male,Credit card (automatic),Two year
1961,42,60.15,2421.6,Female,Bank transfer (automatic),One year
2846,2,62.15,113.1,Female,Mailed check,Month-to-month
3614,69,60.25,4055.5,Male,Bank transfer (automatic),Two year
1880,2,86.0,165.45,Male,Electronic check,Month-to-month
5186,1,36.45,36.45,Female,Electronic check,Month-to-month
4690,31,66.4,2019.8,Male,Credit card (automatic),Month-to-month
3570,16,20.5,290.55,Male,Mailed check,Two year
4917,15,19.6,299.4,Female,Mailed check,Month-to-month
4678,2,94.2,193.8,Female,Bank transfer (automatic),Month-to-month
5213,17,92.55,1614.7,Female,Electronic check,Month-to-month
5030,6,94.5,575.45,Male,Mailed check,Month-to-month
4922,61,59.8,3641.5,Female,Electronic check,Month-to-month
367,1,19.15,19.15,Female,Mailed check,Month-to-month
5243,19,87.7,1725.95,Male,Credit card (automatic),One year
5331,44,54.05,2375.2,Male,Credit card (automatic),Two year
2540,70,111.95,7795.95,Female,Credit card (automatic),Two year
6316,63,25.25,1573.05,Male,Mailed check,Two year
3392,58,44.1,2413.05,Female,Mailed check,One year
6923,53,74.1,3833.95,Female,Bank transfer (automatic),One year
6455,59,44.3,2666.75,Male,Electronic check,Month-to-month
